ID,Name,Type,Category,PP,Power,Accuracy,SwSh,BDSP,LA,Contact,Target,SwSh_TM,SwSh_TM_No,BDSP_TM,BDSP_TM_No,is_TR,TR,Priority,Multihit,Charge,Recharge,Binding,Sound,Powder,Recoil,Gen
720,Mind Blown,Fire,Special,5,150,100,TRUE,FALSE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,500,7
721,Plasma Fists,Electric,Physical,15,100,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
722,Photon Geyser,Psychic,Special,5,100,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
723,Light That Burns the Sky,Psychic,Special,1,200,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
724,Searing Sunraze Smash,Steel,Physical,1,200,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
725,Menacing Moonraze Maelstrom,Ghost,Special,1,200,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
726,Let's Snuggle Forever,Fairy,Physical,1,190,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
727,Splintered Stormshards,Rock,Physical,1,190,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
728,Clangorous Soulblaze,Dragon,Special,1,185,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,7
729,Zippy Zap,Electric,Physical,10,80,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
730,Splishy Splash,Water,Special,15,90,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
731,Floaty Fall,Flying,Physical,15,90,95,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
732,Pika Papow,Electric,Special,20,0,101,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
733,Bouncy Bubble,Water,Special,20,60,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
734,Buzzy Buzz,Electric,Special,20,60,100,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
735,Sizzly Slide,Fire,Physical,20,60,100,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
736,Glitzy Glow,Psychic,Special,15,80,95,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
737,Baddy Bad,Dark,Special,15,80,95,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
738,Sappy Seed,Grass,Physical,10,100,90,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
739,Freezy Frost,Ice,Special,10,100,90,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
740,Sparkly Swirl,Fairy,Special,5,120,85,FALSE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
741,Veevee Volley,Normal,Physical,20,0,101,FALSE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
742,Double Iron Bash,Steel,Physical,5,60,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,7
743,Max Guard,Normal,Status,0,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
744,Dynamax Cannon,Dragon,Special,5,100,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
745,Snipe Shot,Water,Special,15,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
746,Jaw Lock,Dark,Physical,10,80,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
747,Stuff Cheeks,Normal,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
748,No Retreat,Fighting,Status,5,0,101,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
749,Tar Shot,Rock,Status,15,0,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
750,Magic Powder,Psychic,Status,20,0,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,0,8
751,Dragon Darts,Dragon,Physical,10,50,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
752,Teatime,Normal,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
753,Octolock,Fighting,Status,15,0,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
754,Bolt Beak,Electric,Physical,10,85,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
755,Fishious Rend,Water,Physical,10,85,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
756,Court Change,Normal,Status,10,0,100,TRUE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
757,Max Flare,Fire,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
758,Max Flutterby,Bug,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
759,Max Lightning,Electric,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
760,Max Strike,Normal,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
761,Max Knuckle,Fighting,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
762,Max Phantasm,Ghost,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
763,Max Hailstorm,Ice,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
764,Max Ooze,Poison,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
765,Max Geyster,Water,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
766,Max Airstream,Flying,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
767,Max Starfall,Fairy,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
768,Max Wyrmwind,Dragon,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
769,Max Mindstorm,Psychic,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
770,Max Rockfall,Rock,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
771,Max Quake,Ground,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
772,Max Darkness,Dark,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
773,Max Overgrowth,Grass,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
774,Max Steelspike,Steel,???,0,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
775,Clangorous Soul,Dragon,Status,5,0,100,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,8
776,Body Press,Fighting,Physical,10,80,100,TRUE,TRUE,FALSE,TRUE,single,FALSE,,FALSE,,TRUE,99,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
777,Decorate,Fairy,Status,15,0,101,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
778,Drum Beating,Grass,Physical,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
779,Snap Trap,Grass,Physical,15,35,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,8
780,Pyro Ball,Fire,Physical,5,120,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
781,Behemoth Blade,Steel,Physical,5,100,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
782,Behemoth Bash,Steel,Physical,5,100,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
783,Aura Wheel,Electric,Physical,10,110,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
784,Breaking Swipe,Dragon,Physical,15,60,100,TRUE,FALSE,FALSE,TRUE,double,TRUE,99,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
785,Branch Poke,Grass,Physical,40,40,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
786,Overdrive,Electric,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,8
787,Apple Acid,Grass,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
788,Grav Apple,Grass,Physical,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
789,Spirit Break,Fairy,Physical,15,75,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
790,Strange Steam,Fairy,Special,10,90,95,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
791,Life Dew,Water,Status,10,0,101,TRUE,TRUE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
792,Obstruct,Dark,Status,10,0,100,TRUE,FALSE,FALSE,FALSE,self,FALSE,,FALSE,,FALSE,,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
793,False Surrender,Dark,Physical,10,80,101,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
794,Meteor Assault,Fighting,Physical,5,150,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,8
795,Eternabeam,Dragon,Special,5,160,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,8
796,Steel Beam,Steel,Special,5,140,95,TRUE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,500,8
797,Expanding Force,Psychic,Special,10,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
798,Steel Roller,Steel,Physical,5,130,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
799,Scale Shot,Dragon,Physical,20,25,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
800,Meteor Beam,Rock,Special,10,120,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,8
801,Shell Side Arm,Poison,Special,10,90,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
802,Misty Explosion,Fairy,Special,10,100,100,TRUE,FALSE,FALSE,FALSE,all,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
803,Grassy Glide,Grass,Physical,20,70,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
804,Rising Voltage,Electric,Special,20,70,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
805,Terrain Pulse,Normal,Special,10,50,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
806,Skitter Smack,Bug,Physical,10,70,90,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
807,Burning Jealousy,Fire,Special,5,70,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
808,Lash Out,Dark,Physical,5,75,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
809,Poltergeist,Ghost,Physical,5,110,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
810,Corrosive Gas,Poison,Status,40,0,100,TRUE,FALSE,FALSE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
811,Coaching,Fighting,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
812,Flip Turn,Water,Physical,20,60,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
813,Triple Axel,Ice,Physical,10,20,90,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
814,Dual Wingbeat,Flying,Physical,10,40,90,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
815,Scorching Sands,Ground,Special,10,70,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
816,Jungle Healing,Grass,Status,10,0,101,TRUE,FALSE,FALSE,FALSE,allies,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
817,Wicked Blow,Dark,Physical,5,80,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
818,Surging Strikes,Water,Physical,5,25,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
819,Thunder Cage,Electric,Special,15,80,90,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,8
820,Dragon Energy,Dragon,Special,5,150,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
821,Freezing Glare,Psychic,Special,10,90,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
822,Fiery Wrath,Dark,Special,10,90,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
823,Thunderous Kick,Fighting,Physical,10,90,100,TRUE,FALSE,FALSE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
824,Glacial Lance,Ice,Physical,5,130,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
825,Astral Barrage,Ghost,Special,5,120,100,TRUE,FALSE,FALSE,FALSE,double,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
826,Eerie Spell,Psychic,Special,5,80,100,TRUE,FALSE,FALSE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,8
827,Dire Claw,Poison,Physical,15,60,100,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
828,Psyshield Bash,Psychic,Physical,10,70,90,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
829,Power Shift,Normal,Status,10,0,101,FALSE,FALSE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
830,Stone Axe,Rock,Physical,15,65,90,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
831,Springtide Storm,Fairy,Special,5,95,80,FALSE,FALSE,TRUE,FALSE,all but self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
832,Mystical Power,Psychic,Special,10,70,90,FALSE,FALSE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
833,Raging Fury,Fire,Physical,10,90,85,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
834,Wave Crash,Water,Physical,10,75,100,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,33,8
835,Chloroblast,Grass,Special,5,120,95,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,500,8
836,Mountain Gale,Ice,Physical,5,100,85,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
837,Victory Dance,Fighting,Status,10,0,101,FALSE,FALSE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
838,Headlong Rush,Ground,Physical,5,100,100,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
839,Barb Barrage,Poison,Physical,15,60,100,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
840,Esper Wing,Psychic,Special,10,75,90,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
841,Bitter Malice,Ghost,Special,15,60,100,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
842,Shelter,Steel,Status,10,0,101,FALSE,FALSE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
843,Triple Arrows,Fighting,Physical,15,50,100,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
844,Infernal Parade,Ghost,Special,15,60,100,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
845,Ceaseless Edge,Dark,Physical,15,65,90,FALSE,FALSE,TRUE,TRUE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
846,Bleakwind Storm,Flying,Special,5,95,80,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
847,Wildbolt Storm,Electric,Special,5,95,80,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
848,Sandsear Storm,Ground,Special,5,95,80,FALSE,FALSE,TRUE,FALSE,single,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
849,Lunar Blessing,Psychic,Status,10,0,101,FALSE,FALSE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
850,Take Heart,Psychic,Status,10,0,101,FALSE,FALSE,TRUE,FALSE,self,FALSE,,FALSE,,FALSE,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,8
